АСКОН;199155, Россия, Санкт-Петербург, ул. Одоевского, д.5 лит. А;+7 (812) 7033930;https://ascon.ru;info@ascon.ru;"АСКОН — российский разработчик инженерного программного обеспечения, технологический партнер в цифровизации промышленности. 

Компания наиболее известна как создатель системы КОМПАС-3D, ставшей стандартом для тысяч предприятий и сотен тысяч профессиональных пользователей в России.

Решение АСКОН для предприятий радиоэлектронной промышленности охватывает полный цикл проектирования как сложных конечных изделий тяжелого машиностроения, так и их составных частей — изделий приборостроения, в том числе комплектующих — функциональных модулей и печатных плат.";"КОМПАС-3D; ЛОЦМАН:PLM; ПОЛИНОМ:MDM; ВЕРТИКАЛЬ"
Ассан Мотор;194044, Россия, Санкт-Петербург, Гельсингфорсская 3 литер 3, офис 415;+7 (812) 6180016;www.inelso.ru;sales@inelso.ru;Assun Motor  разрабатывает и производит высокоточную приводную продукцию. Широкая линейка габаритов, гибкие возможности по компоновке приводов. Коллекторные и бесколлекторные двигатели,  контроллеры положения, планетарные редукторы, сервоконтроллеры, тормоза, энкодеры, готовые сервоприводы.;Assun Motors
АссемРус, ООО;117630, Россия, Москва, Старокалужское шоссе, д. 62;+7 (495) 9331043;www.assemrus.ru;info@assemrus.ru;"Компания ""АссемРус"" - одна из ведущих компаний в России в области поставок технологического и испытательного оборудования для сборки, монтажа и испытаний электроники, а также полного спектра сервисных услуг по построению и обслуживанию современных производств электроники любого уровня.";Yamaha, Parmi, AST,HCX, Scienscope
Атлант, Завод, АО;356140, Россия, Ставропольский край, г.Изобильный, ул.Доватора, зд.1;+7 (86545) 25275;https:заводатлант26.рф;market@zavodatlant.ru;"АО «Завод Атлант» специализированное  предприятие по разработке и производству электрических соединителей. В номенклатуре представлены цилиндрические и прямоугольные соединители для авиационной и космической техники. Освоено производство радиочастотных соединителей типа СКЦ 102 и СНЦ 160 для передачи сигналов по протоколу 100/1000BASE-T стандарта Gigabit Ethernet  и миниатюрных коаксиальных соединителей типа СР-50 (1;2;3;4;5;6;7). Предприятие имеет базы для производства кабельных сборок различной степени сложности. Серийно изготавливаются соединители с гиперболоидными гнездами.  Производятся пружинные клеммы на DIN-рейку и печатный монтаж, автомобильные контакты и колодки.  Производимые соединители проходят полный цикл испытаний и рекомендованы к применению.";-
АТРОНИК;117587, Россия, Москва, Варшавское шоссе, д.118, корп. 1, помещ. XLII, комн. 4 (Ч), этаж 10;+7 (499) 4300038;www.atronik.ru;info@atronik.ru;"АО «НПК «АТРОНИК» имеет уникальный набор компетенций в разработке и серийном производстве спецвычислителей и бортовых компьютеров.

Основными направлениями деятельности НПК «АТРОНИК» являются:
- разработка и серийное производство специализированных вычислителей для тяжелых условий эксплуатации;
- разработка сложной электроники по ТЗ заказчика.
- разработка и производство устройств биометрической идентификации;";-
АУСПИ РУС, ООО;191025, Китай, Санкт-Петербург, Невский проспект, 55 (БЦ «Невский Плаза»);"+86 (755) 8931275; +7 (812) 3139156";https://www.auspienterprises.com/;Miroslav.Trenchevski@auspi.cc;"Auspi Group - это группа компаний, основанная в 2003 году и объединяющая в настоящее время филиалы в в России, Азии, Европе, Северной и Южной Америке. Вся группа компаний ежегодно поставляет более 60 млн печатных плат (голых и собранных).

Для наших клиентов мы предоставляем комплексный сервис, начиная с разработки и проектирования печатной платы, до производства печатной платы, закупки и сборки компонентов, и создания оптимальных логистических решений, а также полного сервисного обслуживания после продажи. 
 
Производство в Азии для крупных проектов и производство в Чехии для средних, малых и опытных серий.

В Auspi мы уделяем большое внимание системам управления качеством. Мы - обладатели сертификатов ISO 9001, IAТF 16949, UL/CUL и являемся членами IPC.";-
АФАГО+, ООО;196620, Россия, Санкт-Петербург, вн. тер. г. город Павловск, тер. Динамо, ш. Павловское, д. 3А литера А, офис № 81;"+7 (995) 6310463; +7 (995) 6310463";https://teras-mebel.ru/;info@teras-mebel.ru;"Компания ООО ""АФАГО+"" производитель промышленной и антистатической мебели марки Teras.
Торговая марка TERAS -знак качества в сфере промышленной и антистатической мебели В России.
Процесс изготовления мебели находится под строгим контролем опытных специалистов в полном цикле создания продукта: от разработки модели до выпуска готового изделия. Все поставки материалов и комплектующих тщательно проверяются на качество и соответствуют имеющимся стандартам.
Один из важнейших принципов в создании продукта- индивидуальный подход к Заказчику.
Торговая марка TERAS предлагает более 700 разнообразных номенклатурных позиций для оснащения производств в самых разных отраслях промышленности.
Наша цель – создание качественных, удобных и безопасных в эксплуатации рабочих мест для развития Вашего дела.";TERAS
БалтМедиа Партнёр, БМП;198328, Россия, Санкт-Петербург, Таллинское шоссе, д.206, оф.1206;+7 (812) 9949502;http://bmptek.ru/;office@bmptek.ru;"Компания БалтМедиа Партнер, дистрибьютор на российской территории для производителей материалов, инструмента и оборудования изготовителям электроники.

Отработав проведение обычных торгово-логистических операций, включая таможенные формальности, и понимая, что дни дистрибьюторов, просто перемещающих коробки уже сочтены, компания перешла на следующий уровень, усилив взаимодействие со многими поставщиками и заинтересованными потребителями в формировании предложений и решений, контролируя затраты, выбирая подходящее и высокоэффективное решение для изготовителей электроники.

Компания заинтересована в улучшении организации производства заказчика, предлагая правильные, качественные, сертифицированные, безопасные и готовые к использованию решения.";-
Балтэлектрон, ООО;125040, Россия, Москва, ул. Скаковая, д. 17, стр. 2;+7 (499) 4043605;www.baltelectron.ru;info@baltelectron.ru;Комплексные поставки импортных электронных компонентов, измерительных приборов и инструментов, а также электротехнической продукции со всего мира российским производителям и разработчикам электроники, научно-исследовательским институтам и образовательным учреждениям. Ассортимент поставляемых изделий насчитывает десятки тысяч наименований, включая редкие и снятые с производства комплектующие.;-
БЗМ, ООО;241022, Россия, г. Брянск, б-р Щорса, д. 7, помещение 2 комната 1;+7 (495) 7904411;www.bzmr.ru;mrvd@bzmr.ru;Брянский завод металлорукавов производит высококачественные гибкие трубопроводные системы из нержавеющей стали, байпасные линии, вакуумные, криогенные трубопроводы и трубопроводы из гладкого и гофрированного фторопласта. Компания обладает полным циклом производства и наличием собственного парка станков, позволяющим производить изделия собственными силами, без привлечения субподрядных организаций. Продукция предприятия применяется в различных отраслях промышленности, а также для реализации международных проектов и работ в интересах Государственного Заказчика.;"ООО ""БЗМ"""
БИЗ, ООО;624019, Россия, Свердловская область, Сысертский район, поселок Бобровский, ул. Лесная, 2.;+7 (343) 3102901;www.biz-ural.ru;office@biz-ural.ru;Бобровский изоляционный завод - Российский производитель базовых материалов для печатных плат и и изоляционных материалов для электротехники.;БИЗ
Вайз-Тех, ИК, ООО;125476, Россия, Москва, ул. Василия Петушкова, д.27;+7 (495) 2490536;wise-tech.ru;info@wise-tech.ru;"ИК «Вайз-Тех» -  надежный поставщик оборудования и материалов для предприятий, работающих в сфере микроэлектроники. Предлагаем к поставке широкий ассортимент продукции:

●      Оборудование для производства полупроводников, проведения измерений, контроля и многое другое.

●      Материалы и расходники для кристального производства: пластины, фотошаблоны, подложки, мишени  и др.

●      Полировальные материалы

●      Контейнеры, кассеты и др.";-
ВАКУУМ.РУ, АО;124498, Россия, Москва, г. Зеленоград, 4922-й проезд, д.4. стр.5. эт.4, комн.7;+7 (495) 1396569;www.vacuum.ru;info@vacuum.ru;"АО ""ВАКУУМ.РУ"" предлагает широкий спектр уникального аналитического, лабораторного оборудования и технологических систем.
Услуги компании включают: подбор оптимального варианта стандартного оборудования или согласование исполнения под заказ, поставку, пусконаладку, гарантийное и послегарантийное обслуживание, инструктаж персонала и технологическую поддержку.
АО ""ВАКУУМ.РУ"" сотрудничает с ведущими мировыми производителями вакуумного и технологического оборудования и его компонентов.
Мы всегда сможем предложить оптимальные решения как собственного производства, так и производства наших партнеров.";-
Валком, ООО;196006, Россия, Санкт-Петербург, ул.Ломаная д.10;+7 (812) 3209833;www.valcom.ru;info@valcom.ru;"«Валком» — единственный в России разработчик и производитель высокоточных интеллектуальных датчиков и интегрированных систем автоматики для специализированных судов, сухогрузов, танкеров и газовозов LPG/LNG.Компания разрабатывает, проектирует и производит системы автоматики, датчики, судовую электронику, поставляет и вводит в эксплуатацию оборудование на верфях России и мира. 
Продукция «Валком» одобрена для применения в самых ответственных отраслях промышленности, в том числе на взрывоопасных и специальных производствах.
Новой разработкой компании является производство чувствительного элемента датчика давления.";-
Веб Сейл Электроникс;125212, Россия, Москва, Головинское шоссе, д.5 корп.1 этаж 18;+7 (495) 1500210;www.wselectronics.ru;info@wselectronics.ru;"ООО ""Веб Сейл Электроникс"" поставщик радиоэлектронных компонентов. Наши основные бренды Kontron, ADLINK, , Analog Devices, Phoenix contact, Shroff, Xilinx, Intel, Huber & Suhner, Glenair, Radiall, Samtec, Smiths Interconnect, ODU, Texas Instruments и многие другие. Прямые поставки дают возможность 
гарантировать нашим заказчикам лучшие цены и предоставлять проектную защиту потребности.
Так же предлагаем Вам аналоги соединителей таких брендов: Glenair, Huber+Suhner, Agilent, Tyco, Amphenol / SV Microwave, Rosenberger, Molex, Phoenix, Emerson, Radiall, Dynawave, Giga Lane & others.";WS Connectors
ВЕЙПУ ЭЛЕКТРОПРИБОР, ООО;195176, Россия, Санкт-Петербург, пр. Металлистов, д. 7, офис 413;"+7 (499) 6775549; +7 (812) 4679667";weipu.ru;sale@weipu.ru;"ООО «ВЕЙПУ ЭЛЕКТРОПРИБОР» - единственный официальный представитель WEIPU Electrical Appliance Co, Ltd  – оригинального производителя разъёмов и электротехнической продукции c 27-летним опытом.
Компания специализируется на поставке разъёмов для области строительства, телекоммуникаций, медицины, промышленности и суровых условий эксплуатации.
Действует контрактное производство. Офисы продаж в Санкт-Петербурге и Москве. Также в Москве находится собственный склад, откуда на постоянной основе поставляются большие объёмы продукции. 
Компания занимается выпуском кабельных сборок. У «ВЕЙПУ ЭЛЕКТРОПРИБОР» собственное производство, новейшее оборудование и высококвалифицированные работники, которые могут выполнить любое кабельное изделие по вашему запросу.";WEIPU
Велес, Торговый Дом, ООО;143905, Россия, Московская обл., г. Балашиха, шоссе Кучинское, дом 6;"+7 (495) 9432233; +7 (916) 6490505";www.banki-krishki.ru;info@banki-krishki.ru;-;-
ВЕЛЬТПЛАСТ-ЦЕНТР;109202, Россия, Москва, ул.1-я Фрезерная,д.2/1,стр.26;"+7 (495) 6402001; +7 (926) 3547977";https://shop.airfield-lights.com/;info@weltplast.ru;Производство дымоуловителей и счетчиков электронных компонентов.;ВЕЛЬТПЛАСТ
Верстакофф, ТПК, ООО;1501809, Россия, Москва, Павелецкая площадь, д.2, стр. 2;+7 (495) 1501809;www.werstakoff.ru;info@werstakoff.ru;Федеральная компания-производитель промышленной металлической мебели и систем хранения для инструментов, оснастки и оборудования. Ключевой интегратор нишевых решений по оснащению рабочих мест на предприятиях. Продукция компании широко представлена по всей территории России и СНГ. Высокое качество выпускаемой продукции, надежность и удобство в эксплуатации позволили предприятию зарекомендовать себя как надежного поставщика для государственных организаций и коммерческих предприятий.;Верстакофф
ВЕСТНИК ПРОМЫШЛЕННОСТИ, ИЗДАТЕЛЬСКИЙ ДОМ;127106, Россия, Москва, Нововладыкинский проезд, д. 8, стр. 1, офис 505;+7 (495) 6455691;www.365-tv.ru;info@westnik.su;Выпускает информационно-аналитические журналы «Вестник промышленности, бизнеса и финансов» – по ключевым отраслям отечественной индустрии, инновациям, услугам для бизнеса и финансовой аналитике, и «Межрегиональная промышленность и торговля» – посвящен  промышленному и торговому сотрудничеству регионов России с Казахстаном, Беларусью, странами СНГ и дальнего зарубежья. Газеты «Вестник промышленности» и «Вестник бизнеса». Темы: АПК,  машиностроение, промышленное оборудование и пр.;-
Вестник связи, журнал;101000, Россия, Москва, Кривоколенный переулок, д. 14, стр. 1;+7 (925) 0904039;www.vestnik-sviazy.ru;vs@vestnik-sviazy.ru;Ежемесячный журнал “Вестник связи” с 1917 г. освещает состояние и перспективы развития, решения научных и технических проблем, нормативно-методические основы, новые технологии, системы и устройства телекоммуникаций в РФ, СНГ и мире. Особое внимание уделяется политике межправительственных организаций и ведомств, регулирующих деятельность операторов, поставщиков средств связи.;-
ВЗПП-С, АО;394033, Россия, Воронеж, Ленинский пр-т, 119А;+7 (473) 2279252;www.vzpp-s.ru;market@vzpp-s.ru;"АО “ВЗПП-С” является одним из крупнейших поставщиков элементной базы для предприятий - изготовителей радиоэлектронной продукции, средств связи и аппаратуры специального назначения. Основная выпускаемая продукция: транзисторные сборки, логические ИС и ПЛИС,n- и p-канальные полевые транзисторы, IGBT, драйверы, диоды Шоттки; быстровосстанавливающиеся   диоды;   выпрямительные   мосты, ВЧ- и СВЧ-транзисторы, силовые модули, стабилизаторы напряжения, медицинское оборудование.";АО “ВЗПП-С”
ВИНТЕХ;142153, Россия, Московская обл., г.о. Подольск, д. Новоселки, тер. Технопарка, д. 6а, стр. 2, ПОМЕЩ. 19, РАБОЧЕЕ МЕСТО 1;+7 (495) 9705430;v-intech.ru;info@v-intech.ru;"ООО «ВИНТЕХ» — московская компания, осуществляющая снабжение предприятий электронной промышленности материалами и оборудованием для производства печатных плат. 
Наша цель — предложить российским производителям актуальные материалы, произведенные в России и Юго-Восточной Азии, отвечающие высоким стандартам качества, по приятным ценам.
Кроме того, мы поставляем (а также отвечаем за подключение и пуско-наладку) промышленного оборудования.";ЭЛИМТЕХ
Витал Электроникс;197343, Россия, Санкт-Петербург, ул.Матроса Железняка дом 57А пом.126-Н;"+7 (812) 3259792; +7 (812) 3262572";https://vital-ic.com;sales@vital-ic.com;Компания с 2002 года специализируется на поставках электронных компонентов от ведущих мировых производителей, включая микросхемы, полупроводники, датчики и конденсаторы. Работает с такими отраслями, как производство электроники, автомобилестроение, IoT и телекоммуникации. Благодаря многолетнему опыту и партнерству с надежными поставщиками, обеспечивает клиентов широким ассортиментом продукции и оперативной доставкой.;-
Витебский завод радиодеталей Монолит (ВЗРД Монолит);210101, Беларусь, Bитебск, ул. М. Горького, 145;+375 (212) 364505;www.monolit,by;info@monolit.by;"ВЗРД Монолит ОАО - современная высокотехнологичная организация, специализируется на выпуске многослойных керамических конденсаторов высокого уровня надежности. Организация поддерживает свой научно-технический потенциал на высоком уровне, следует за тенденциями, происходящими в мировом производстве пассивных электронных компонентов специального применения.
Организация производит терморезисторы, регистры, керамические трубки.
СМК сертифицирована по стандартам СТБ ISO 9001-2015, ГОСТ Р ИСО 9001-2015, аттестована в системе Электронсерт.";-
ВК ПЛЮС, ООО;109378, Россия, Москва, ул. Шумилова, д. 16, кв. 45;+7 (909) 9995451;www.directindustry.com;vc-plus@yandex.ru;"ООО ""ВК ПЛЮС"" является официальным представителем Shenzhen Davo Electronic Co., Ltd,  Shenzhen Autop Technology Co., Ltd, являющихся поставщиками и производителями следующей продукции:
Промышленные клавиатуры, Промышленные мыши, Промышленные трекболы и тачпады, Металлические клавиатуры, Адаптеры питания, Литий – ионных зарядных устройств, Импульсных источников питания, Водонепроницаемых светодиодных драйверов, Кабелей переменного тока.";Davo Electronic
ВЛ-ПЛАСТ, ООО;105187, Россия, Москва, р-н Соколиная гора, ул. Вольная, д.35, стр. 13.;"+7 (495) 3690001; +7 (968) 8617258";www.babyplast.ru;info@babyplast.ru;Разработка и изготовление изделий из пластмасс. Проектирование и изготовление литьевых пресс-форм. Поставка малогабаритных термопластавтоматов Babyplast: запуск в работу, обучение персонала, гарантийное и постгарантийное обслуживание;Babyplast
ВНИИФТРИ, ФГУП;141570, Россия, Московская область, г. Солнечногорск, р/п Менделеево, Промзона ФГУП ВНИИФТРИ, корпус 11;+7 (495) 5266363;www.vniiftri.ru;office@vniiftri.ru;ВНИИФТРИ - Государственный научный метрологический институт. Государственный научный центр РФ, ведёт фундаментальные и прикладные исследования в области метрологии и обеспечения единства измерений, осуществляет разработку совершенствования эталонов единиц величин. Выпускает вторичные и рабочие эталоны, средства измерений, проводит поверку и калибровку средств измерений, испытания средств измерений в  целях утверждения типа, разработку и аттестацию методик выполнения измерений, метрологическую экспертизу, сертификацию и испытания продукции и др.;"ФГУП ""ВНИИФТРИ"""
Вольтбрикс, ООО;396005, Россия, Воронеж, Рамонский район, д. Медовка, ул. Перспективная, д. 1;+7 (473) 2112280;voltbricks.ru;info@voltbricks.ru;"Компания VOLTBRICKS -  российский разработчик и производитель DC/DC преобразователей и систем электропитания для различных отраслей промышленности.
Ассортиментный портфель в несколько тысяч позиций, наличие наиболее популярных изделий на складе, возможность резервирования продукции делают работу с нами комфортной и выгодной.
Современные производственные линии, строгий входной контроль комплектующих, сплошное тестирование более чем 40 электрических параметров и периодические испытания в аккредитованных лабораториях гарантируют бесперебойную эксплуатацию наших преобразователей до 5 лет.
Собственное конструкторское бюро, опытное производство, испытательная лаборатория и постоянный мониторинг новых технологий и компонентов позволяют нам выпускать высокоэффективную надежную продукцию.";Voltbricks
ВОСТОЧНЫЙ ЧИП, ООО;143440, Россия, Москва, Московская область, д Путилково, тер. Гринвуд, стр. 33, помещ. 254;+7 (999) 4200446;https://ru.east-chip.com/;sales@east-chip.com;"ООО ""ВОСТОЧНЫЙ ЧИП"" -  специализирующаяся на поставке высококачественных электронных компонентов. Мы стремимся к долгосрочному сотрудничеству и построению доверительных отношений с нашими клиентами. ООО ""ВОСТОЧНЫЙ ЧИП"" - надежный партнер, предлагающий широкий ассортимент продукции от ведущих мировых производителей. Мы сотрудничаем с такими компаниями, как Texas Instruments, STMicroelectronics, Infineon Technologies и многими другими, что позволяет нам предоставлять клиентам доступ к самым передовым технологиям.";-
Гаммамет, Научно-производственное предприятие;620131, Россия, Екатеринбург, ул. Татищева 92;"+7 (343) 3343877; +7 (343) 3343878";www.gammamet.ru;gammamet@gammamet.ru;"НПП “ГАММАМЕТ” производит аморфные и нанокристаллические сплавы на основе современной технологии сверхскоростной закалки металлического расплава. Предприятие обладает полным циклом производства от выплавки сплава и разливки ленты до изготовления магнитопроводов и электромагнитных изделий на их основе.
• производство магнитопроводов из аморфных и нанокристаллических сплавов;
• производство датчиков тока, измерительных трансформаторов тока и напряжения, высокочастотных трансформаторов, электрических реакторов различного назначения.";ГАММАМЕТ
ГАОДИ;105118, Россия, Москва, Шоссе Энтузиастов, д. 34;+7 (499) 9998988;www.gaodi.ru;info@gaodi.ru;ГАОДИ – независимый контрактный разработчик и производитель электроники полного цикла. У нас сильная команда разработчиков и собственные производственные мощности в России и Китае. Мы работаем на всех стадиях жизненного цикла продукта: от разработки ТЗ на железо и софт до серийного производства и сервисного обслуживания. Мы обладаем полным спектром компетенций и производственных возможностей для локализации на территории РФ радиоэлектронных продуктов под брендом заказчика.;-
Гириконд;194223, Россия, Санкт-Петербург, ул. Курчатова д. 10;+7 (812) 5526057;www.giricond.ru;5526057@giricond.ru;"НИИ ""Гириконд"", основанный в 1939 г., стал родоначальником новой подотрасли конденсаторостроения. 
Основным направлением деятельности АО «НИИ «ГИРИКОНД» является разработка и производство конденсаторов, нелинейных полупроводниковых резисторов, фотоэлектрических и оптоэлектронных приборов, а также прецизионных потенциометров.
Оставаясь одним из ведущих предприятий России, АО ""НИИ ""Гириконд"" позиционирует себя как разработчик и изготовитель самых современных изделий электронной техники двойного назначения.
В результате проведенных в последние годы комплексов НИОКР сформирована и освоена в собственном производстве современная номенклатура изделий двойного назначения. Разработанные изделия уже заложены в перспективные виды ВВСТ и характеризуются высокими темпами роста потребности.";Гириконд
ГКМП, НПО, ООО;121596, Россия, Москва, вн. тер. г. муниципальный округ Можайский, ул. Толбухина, д. 10, корп. 2, пом. 1, комн. 11.;+7 (495) 1501450;www.gkmp32.com;msk@gkmp32.com;"Крупнейший российский производитель промышленного вакуумного, испытательного, термического оборудования.
Лидер в научных исследованиях и разработках в области естественных и технических наук.
Отечественный производитель высокотехнологичного оборудования в сфере термоядерного синтеза, криогенных комплексов и создания термовакуумного оборудования для проведения испытаний.";"ООО ""НПО ""ГКМП"""
Глобал Инжиниринг;127566, Россия, Москва, Высоковольтный проезд, 1/49, офис 303;+7 (495) 9800819;https://global-smt.ru/;info@global-smt.ru;"Компания «Глобал Инжиниринг» — это комплексное оснащение и модернизация производств радиоэлектронной промышленности. Мы поставляем оборудование и материалы для производства электроники и микроэлектроники; внедряем передовые инновационные технологии; осуществляем запуск оборудования и обучаем специалистов работать на нём; оказываем гарантийный и послегарантийный сервис.";-
Глобал Микроэлектроника;127566, Россия, Москва, Высоковольтный проезд, 1/49 — БЦ «Вольт Центр», офис 304/29;+7 (495) 9027921;https://global-micro.ru/;info@global-micro.ru;"Компания «Глобал Микроэлектроника» — специализируется на поставке оборудования и материалов; внедрении современных технологий для производства электронных модулей различного назначения; разработке новых производств «с нуля», а также для модернизации имеющихся производственных мощностей. Поставляем оборудование и материалы для производства электроники и микроэлектроники; внедряем передовые инновационные технологии; осуществляем запуск оборудования и обучаем специалистов работать на нём; оказываем гарантийный и послегарантийный сервис. Мы стремимся к тому, чтобы производство электроники в России находилось на пике современных технологий.";-
ГРУЗОВОЙ МИР;141734, Россия, Лобня, ул. Спортивная, д.4А, помещение №76, этаж 3;+7 (800) 2341819;www.cargo-world.ru;cargo-world@mail.ru;"""Грузовой мир"" - сервис логистических решений и таможенного оформления для ваших грузов. Мы выстраиваем партнерские отношения с каждым клиентом, заботимся о вас, экономим ваше время и деньги.";Грузовой мир
Группа13;220053, Беларусь, Минск, ул. Нововиленская, д. 49, пом. 95;"+375 (25) 9321982; +375 (33) 6332498";https://group13.pro/;info@group13.by;"Наши компетенции: 

Физическая дистрибуция любых групп товаров;
Оперативный консалтинг постоянных клиентов;
Финансовая логистика, альтернативные способы финансовых сделок;
Анализ и поиск решений проблем, при сбоях производственных цепочек;
Организация новых международных структур, во всех регионах мира, под потребности наших клиентов.";-
ГЦМО ЭМС, АО;109316, Россия, Москва, Вн.тер.г. Муниципальный округ Печатники, Волгоградский проспект 42, корпус 24;+7 (495) 7843888;www.scemc.ru;info@scemc.ru;"АО «ГЦМО ЭМС» создан 4 февраля 1989 г. Компания сотрудничает с разработчиками электронных устройств разных отраслей промышленности.Деятельность:
Проведение испытаний технических средств по параметрам ЭМС,аттестация оборудования
Производство экранированных,безэховых,полубезэховых камер,боксов и шкафов,реверберационных камер,анализаторов спектра реального времени,антенн и излучающих систем,СВЧ усилителей мощности и коммутаторов
Техническое сопровождение и проведение испытаний в области ЭМС,межлабораторных сличительных испытаний
Услуги разработки технической документации,программ и методик проведения испытаний по ЭМС
Диагностика и ремонт измерительного,телекоммуникационного и испытательного оборудования
Поставка контрольно-измерительного,испытательного оборудования иностранных компаний";"ГЦМО ЭМС; 4ТЕСТ; WEMC Electronic Technology Co.,Ltd"
Дана-НН, ООО;603057, Россия, Нижний Новгород, УЛИЦА БЕКЕТОВА, ДОМ 13, КОРПУС 3;+7 (831) 4169728;https://dana-nn.ru/;sergey.zakusov@dana-nn.ru;"Производим пленочные, сенсорные клавиатуры с:
-  подсветкой
- светодиодами
- антистатические
- ESD защитой
- на жестком основании
- QWERTY
- с карманами
- на жесткой плате";"""ДАНА ПЕЧАТНАЯ ЭЛЕКТРОНИКА"""
Деплай;117218, Россия, Москва, Нахимовский проспект, д. 32;+7 (495) 2601056;https://www.tiger-transformer.com/;sale@tiger-transformer.com;Компания Деплай является представителем в РФ компании ANHUI-TIGER, которая специализируется на производстве, проектировании, продаже магнитных компонентов, низкочастотных и высокочастотных трансформаторов.;EMI/RFI, EI Single Phase Transformers
Джи Пи Групп журнал Оборонно Промышленный Потенциал, ООО;196158, Россия, Санкт-Петербург, Дунайский проспект д.5 оф.37;+7 (812) 9052764033;www.gp-media.ru;inna79/79@inbox.ru;"Журнал Оборонно Промышленный Потенциал
Посвящен широкому кругу проблем ВПК и оборонной отрасли.
Журнал состоит из тематических разделов:
• Высота – воздушная оборона, космос, авиационные предприятия и конструкторские бюро
• Флот – кораблестроение, ВМФ, военно-морские предприятия, заводы и верфи
• Армия – техника, артиллерия, оружие и боеприпасы. Защита информации. Системы и средства связи и оповещения.  
• Промышленность – межотраслевые связи, технологии двойного назначения
• ЧС – предупреждение и ликвидация ЧС, аварийно-спасательное оборудование
• Военное образование и служба. Рекорды
• Экипировка. Спецодежда. Средства защиты.";Оборонно Промышленный Потенциал журнал
